84.027,-70.889,15.362
93.07,255.82,10.088
52.944,-103.66,16.674
-18.571,-50.431,17.292
-13.656,-48.478,17.16
66.721,-65.273,18.736
136.89,-79.467,18.372
23.276,-3.4715,20.278
60.147,-0.53146,20.135
188.68,-10.436,20.112
171.22,-2.1406,20.265
171.31,16.858,20.64
175.37,18.141,20.9
193.62,34.575,21.184
-28.384,43.182,20.509
64.185,50.215,19.793
89.245,76.379,22.01
152.63,72.522,22.266
182.32,63.577,19.803
173.15,52.01,20.647
201.08,42.085,21.737
197.11,91.747,22.936
205.15,111,22.642
154.79,298.62,18.839
299.42,372.06,19.843
160.58,153.09,24.361
153.85,230.85,24.293
162.23,219.23,24.771
166.9,255.51,25.365
281.17,258.23,26.397
277.79,323.83,25.947
302.17,326.11,25.686
284.19,309.83,26.871
41.625,94.442,21.336
-2.4617,39.062,19.25
0.93319,36.503,20.25
0.46895,-25.511,17.25
-58.849,0.26999,15.75
-57.47,-4.3679,16.75
-53.771,40.635,17.25
39.322,-70.747,18.786
69.36,-67.159,15.75
77.793,-41.388,16.75
60.709,3.8229,20.75
144.74,4.9581,17.166
166.08,216.35,23.75
152.72,278.12,22.75
129.04,-47.25,20.162
101.31,-65.592,19.25
98.206,198.48,22.25
99.708,201.44,20.25
307.41,298.01,27.25
303.31,299.34,25.75
-20.173,42.409,19.75
-23.276,40.48,19.75
252.21,278.47,25.75
172.03,169.43,23.25
198.92,94.979,20.75
71.36,67.761,21.25
75.504,69.013,21.75
237.22,336.51,23.25
34.672,-68.589,19.25
250.5,143.88,21.75
247.62,142.07,22.25
-3.3355,103.67,21.232
4.5927,109.54,21.25
2.0677,107.55,21.75
256.36,341.61,22.092
233.92,291.21,26.417
306.16,342.35,24.963
231.6,290.44,25.75
249.28,279.35,23.75
141.86,287.99,13.935
123.81,278.36,10.75
-79.698,-13.761,12.313
145.6,-153.85,10.012
-62.881,-39.692,14.665
68.223,-93.035,16.832
105.72,-38.347,18.798
35.392,105.65,22.229
45.527,145.06,23.789
82.547,133.5,21.25
176.09,200.84,25.072
255.41,212.38,24.25
31.272,63.999,20.542
223.88,167.28,23.768
27.995,61.924,19.186
117.38,155.11,24.369
67.958,-96.032,16.75
153.99,-51.372,19.25
155.99,-50.414,17.25
76.227,-108.09,16.75
139.82,112.54,22.25
143.55,109.74,23.75
264.15,166.86,22.25
254.38,126.61,24.75
168.01,328.18,8.4073
170.12,327.77,10.25
172.57,343.33,2.75
180.7,331.94,9.25
165.74,336.14,0.71338
85.506,-161.35,9.75
82.235,-159.85,9.75
152.82,-9.7015,18.162
121.17,188.09,25.25
84.148,197.89,23.367
327.01,283.24,26.002
326.13,286.58,26.202
216.88,332.73,21.25
258.36,234.23,25.75
258.09,239.73,25.25
