583.28,174.89,33.319
590.42,286.89,31.851
588.3,290.46,33.851
512.43,116.27,31.227
527.59,109.36,31.547
545.02,318.76,32.194
501.07,207.85,33.248
504.89,166.02,32.164
448.28,239,33.828
463.74,153.56,32.917
479.96,145.26,32.355
451.33,234.42,33.832
427.89,113.99,31.35
432.08,167.22,32.586
437.43,165.07,31.413
438.64,168.63,33.145
430.81,117.03,31.246
426.6,330.32,33.625
412.86,171.62,30.719
411.77,174.58,32.312
393.45,145.38,32.347
388.77,166.64,32.485
398.47,180.98,33.396
385.45,167.83,32.75
389.18,283.4,33.28
296.28,156.03,30.316
371.71,324.44,33.007
397.5,308.12,33.142
374.9,323.45,32.25
389.1,235.48,31.863
271.59,251.93,31.894
322.29,252.63,32.266
274.48,249.86,31.25
335.94,234.3,32.25
297.46,294.26,31.414
232.96,211.48,31.251
279.11,269,33.25
275.07,268.62,31.356
231.04,202.47,31.75
266.39,303.41,32.508
266.45,299,32.75
155.64,116.99,26.693
145.13,122.1,26.843
151.94,115.86,27.249
184.69,117.89,29.712
147.27,124.25,28.75
160.94,148.39,30.698
193.97,238.59,30.394
117.7,124.66,25.705
119.4,132.49,27.105
122.22,134.9,26.01
171.47,259,29.593
120.73,120.92,23.961
120.83,125.52,25.25
129.17,183.65,30.25
130.13,187.36,28.655
174.57,262.44,32.407
200.92,183.54,29.545
197.64,188.25,31.582
197.07,192.92,30.75
200.56,195.33,31.75
200.83,192.79,28.145
197.71,184.1,28.75
211.12,117.89,28.053
206.33,320.26,31.926
205.12,317,31.75
206.62,117.71,29.25
173.68,278.28,31.75
176.85,280.35,31.447
198.48,215.86,32.581
58.123,164.43,22.193
58.847,167.87,19.75
585.72,284.69,34.717
49.279,175.8,18.784
305.4,101.66,25.866
415.13,89.364,25.477
99.727,190.47,25.856
222.67,138.85,27.838
383.65,110.57,28.685
467.54,77.256,28.139
283.38,167.47,29.101
106.54,208.21,28.66
542.08,310.16,29.639
360.94,190.01,30.898
158.72,219.78,31.639
225.86,252.61,31.194
503.15,199.73,30.624
576.83,216.4,31.739
229.18,289.68,30.616
329.29,271.18,31.274
518.32,328.18,30.929
582.5,315.27,31.239
354,334.52,30.627
548.92,79.135,32.073
415.2,182.58,32.265
414.16,156.84,32.612
502.42,181.23,33.317
175.22,204.05,32.146
304.9,241,32.447
370.41,250.39,32.232
380.95,265.44,33.743
460.85,217.6,33.119
401.99,242.65,33.323
442.44,260.9,33.623
477.99,221.7,32.645
507.29,251.35,33.355
261.18,291.76,33.184
265.06,292.71,33.011
306.71,287.68,32.322
328.98,287.09,32.509
350.91,311.72,32.299
357.18,295.79,32.888
347.58,310.9,33.142
441.02,281.79,32.816
467.8,322.63,32.385
478.12,287.27,33.328
591.72,308.54,32.21
578.22,297.31,32.858
388.16,337.64,32.17
512.86,246.36,33.25
509.9,248.76,33.75
443.72,283.99,32.25
167.07,280.13,30.75
493.8,291.72,30.75
51.243,174.02,19.539
40.751,218.9,26.25
271.9,94.796,25.25
512.55,288.93,33.25
511.56,285.06,33.25
486.53,275.99,30.75
487.31,272.6,30.75
501.17,201.84,31.25
543.4,168.82,32.826
527.33,87.548,32.847
581.58,136.7,32.162
569.43,175.91,33.304
346.61,263.87,31.089
380.87,128.83,31.664
314.36,200.3,31.72
378.7,131.26,32.21
117.86,205.28,30.362
130.4,230.85,31.008
92.339,157.97,27.25
75.887,188.86,26.299
89.687,155.42,26.991
43.282,220.09,26.009
206.51,148.38,29.713
158.46,195.42,31.362
206.27,174.93,30.811
236.45,250,32.25
238.22,269.73,31.911
217.33,311.74,31.25
214.3,310.11,30.75
432.32,140.86,33.282
412.29,110.87,30.948
408.21,209.48,30.825
405.47,131.52,32.382
433.18,309.1,32.373
430.33,306.05,33.25
407.52,135.64,31.25
477.52,300.02,32.19
298.72,167.96,31.05
240.3,251.31,33.134
306.97,105.19,26.538
245.8,220.56,31.353
258.96,265.29,32.003
559.07,194.98,32.784
206.9,144.78,30.75
324.16,218.78,31.777
353.62,267.81,32.085
332.95,270.57,32.25
218.85,201.35,29.981
538.06,263.98,32.792
255.07,266.62,32.414
499.25,118.13,31.75
119.85,241.91,30.75
123.98,243.46,30.75
132.42,233.17,31.75
162.55,158.37,29.75
163.48,155.74,31.75
155.18,245.58,31.007
151.74,245.06,30.528
184.57,242.32,30.75
363.98,190.2,31.75
68.113,169.3,23.194
70.467,169.57,23.75
164.07,278.86,30.361
421.33,195.67,32.712
250.46,107.57,27.906
166.29,145.36,30.75
165.74,140.97,29.75
287.27,289.86,32.215
128.19,139.71,28.368
126.63,143.26,28.676
537.44,294.73,31.739
535.3,298.13,33.76
565.58,139.51,33.207
80.607,215.03,26.359
308.59,185.52,32.659
305.28,184.81,30.75
197.59,107.19,27.75
210.77,181.9,31.75
242.18,207.68,30.75
241.77,204.24,31.25
153.42,100.03,22.545
155.16,98.436,21.75
244.1,234.77,31.829
457.98,133.3,33.25
355.93,105.04,29.654
270.27,225.43,30.65
545.21,166.75,32.75
314.28,316.36,33.25
293.39,206.13,30.75
120.53,141.45,25.75
110.5,135.82,25.25
501.75,315.45,30.25
532.54,309.33,30.357
553.12,143.05,31.75
550.08,140.07,29.75
456.17,162.67,33.25
431.28,319.95,33.75
135.64,264.56,29.25
135.26,270.78,30.25
93.057,198.42,27.441
